number,link,date,name,first_review,second_review,rating,n_reviews,type,price_range,price,review_pro
1153,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1115. Patxi's Chicago Pizza,“Very good Casual Italian”,“Very good Casual Italian”,40,32,"Pizza, Italian",$$ - $$$,mid_range,
1154,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1116. La Tortilla,“This last trip I had a chicken mole burrito and it was heavenly!”,“This last trip I had a chicken mole burrito and it was heavenly!”,40,40,"Mexican, Latin",$,cheap_eats,
1155,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1117. Black Sands,“A brunch in San Francisco”,“A brunch in San Francisco”,40,35,"American, Bar",$$ - $$$,mid_range,
1156,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1118. Nabe,"“... end cook the rice on our pot , new ...”","“... end cook the rice on our pot , new ...”",45,22,"Japanese, Asian",$$ - $$$,mid_range,
1157,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1119. Krua Thai,“I had the pad Thai and and tom yum soup because I'm gluten free which will ac...”,“I had the pad Thai and and tom yum soup because I'm gluten free which will ac...”,45,20,"Asian, Thai",$$ - $$$,mid_range,
1158,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1120. Atlas Cafe,"“... beet loaf is freaking amazing, toasty sandwiches and crisp salads are fab.”","“... beet loaf is freaking amazing, toasty sandwiches and crisp salads are fab.”",45,38,"American, Cafe",$,cheap_eats,
1159,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1121. Johnny Rockets,“Good food and service.”,“Good food and service.”,40,47,American,$,cheap_eats,
1160,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1122. Yan's Kitchen,“Authentic”,“Authentic”,40,38,"Chinese, Asian",$,cheap_eats,
1161,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1123. PianoFight,“Good Times at The Pianofight Bar Restaurant ”,“Good Times at The Pianofight Bar Restaurant ”,45,23,"Bar, Pub",$$ - $$$,mid_range,
1162,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1124. Bar 333,“Got a cheese plate and potato chips Cheese plate was fine not extraordinary T...”,“Got a cheese plate and potato chips Cheese plate was fine not extraordinary T...”,40,44,"Bar, American",$$ - $$$,mid_range,
1163,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1125. King of Thai,“Good for a quick meal”,“Good for a quick meal”,40,37,"Asian, Thai",$,cheap_eats,
1164,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1126. Blush,“Great Wine and Beer ”,“Great Wine and Beer ”,40,38,"Bar, Wine Bar",$$ - $$$,mid_range,
1165,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1127. Ajisen Ramen,“... types of pork - broth was amazing.”,“... types of pork - broth was amazing.”,40,59,"Japanese, Asian",$,cheap_eats,
1166,https://www.tripadvisor.com/Restaurants-g60713-oa1110-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2312,1128. Hamburger Mary's,“Very good atmosphere and great entertainment .”,“Very good atmosphere and great entertainment .”,40,48,"American, Bar",$$ - $$$,mid_range,
